ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber:1|PlanID:1|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id:1
H5216|812|3090|04019|AZ|Pima|0|1797229|H5216 - 812|H5216|812|Local CCP|Local PPO|No|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4361|H5216 - 812
H5216|813|3090|04019|AZ|Pima|0|1800348|H5216 - 813|H5216|813|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4362|H5216 - 813
H5216|814|3090|04019|AZ|Pima|0|1803467|H5216 - 814|H5216|814|Local CCP|Local PPO|No|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4363|H5216 - 814
H5216|815|3090|04019|AZ|Pima|0|1806586|H5216 - 815|H5216|815|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4364|H5216 - 815
H5216|816|3090|04019|AZ|Pima|0|1809705|H5216 - 816|H5216|816|Local CCP|Local PPO|No|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4365|H5216 - 816
H5216|817|3090|04019|AZ|Pima|0|1812824|H5216 - 817|H5216|817|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4366|H5216 - 817
H5216|818|3090|04019|AZ|Pima|0|1815943|H5216 - 818|H5216|818|Local CCP|Local PPO|No|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4367|H5216 - 818
H5253|810|3090|04019|AZ|Pima|0|1821258|H5253 - 810|H5253|810|Local CCP|HMO/HMOPOS|Yes|No|Yes|UNITEDHEALTHCARE OF WISCONSIN, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|08/01/1995|4426|H5253 - 810
H5253|811|3090|04019|AZ|Pima|0|1821262|H5253 - 811|H5253|811|Local CCP|HMO/HMOPOS|Yes|No|Yes|UNITEDHEALTHCARE OF WISCONSIN, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|08/01/1995|4427|H5253 - 811
H5253|812|3090|04019|AZ|Pima|0|1821266|H5253 - 812|H5253|812|Local CCP|HMO/HMOPOS|No|No|Yes|UNITEDHEALTHCARE OF WISCONSIN, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|08/01/1995|4428|H5253 - 812
H5253|824|3090|04019|AZ|Pima|0|1822351|H5253 - 824|H5253|824|Local CCP|HMO/HMOPOS|Yes|No|Yes|UNITEDHEALTHCARE OF WISCONSIN, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|08/01/1995|4440|H5253 - 824
H5253|825|3090|04019|AZ|Pima|0|1822366|H5253 - 825|H5253|825|Local CCP|HMO/HMOPOS|No|No|Yes|UNITEDHEALTHCARE OF WISCONSIN, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|08/01/1995|4441|H5253 - 825
H5302|809|3090|04019|AZ|Pima|0|1824125|H5302 - 809|H5302|809|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH INC. (GA)|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2007|4495|H5302 - 809
H5302|810|3090|04019|AZ|Pima|0|1827266|H5302 - 810|H5302|810|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH INC. (GA)|Aetna Medicare|Aetna Medicare w/Rx Plan (HMO)|CVS Health Corporation|01/01/2007|4496|H5302 - 810
H5434|801|3090|04019|AZ|Pima|0|1834462|H5434 - 801|H5434|801|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.|Florida Blue|BlueMedicare Group PPO (PPO)|Guidewell Mutual Holding Corporation|08/01/2005|4674|H5434 - 801
H5434|802|3090|04019|AZ|Pima|0|1837603|H5434 - 802|H5434|802|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.|Florida Blue|BlueMedicare Group PPO (PPO)|Guidewell Mutual Holding Corporation|08/01/2005|4675|H5434 - 802
H5439|801|3090|04019|AZ|Pima|0|1840970|H5439 - 801|H5439|801|Local CCP|Local PPO|Yes|No|Yes|HEALTH NET LIFE INSURANCE COMPANY|Wellcare by Health Net|Health Net Medicare Advantage Employer (PPO)|Centene Corporation|09/01/2005|4684|H5439 - 801
H5439|802|3090|04019|AZ|Pima|0|1843965|H5439 - 802|H5439|802|Local CCP|Local PPO|No|No|Yes|HEALTH NET LIFE INSURANCE COMPANY|Wellcare by Health Net|Health Net Medicare Advantage Employer (PPO)|Centene Corporation|09/01/2005|4685|H5439 - 802
H5439|803|3090|04019|AZ|Pima|0|1846960|H5439 - 803|H5439|803|Local CCP|Local PPO|Yes|No|Yes|HEALTH NET LIFE INSURANCE COMPANY|Wellcare by Health Net|Health Net Medicare Advantage Employer (PPO)|Centene Corporation|09/01/2005|4686|H5439 - 803
H5439|804|3090|04019|AZ|Pima|0|1849955|H5439 - 804|H5439|804|Local CCP|Local PPO|No|No|Yes|HEALTH NET LIFE INSURANCE COMPANY|Wellcare by Health Net|Allwell Medicare (PPO)|Centene Corporation|09/01/2005|4687|H5439 - 804
H5439|805|3090|04019|AZ|Pima|0|1852950|H5439 - 805|H5439|805|Local CCP|Local PPO|Yes|No|Yes|HEALTH NET LIFE INSURANCE COMPANY|Wellcare by Health Net|Allwell Medicare (PPO)|Centene Corporation|09/01/2005|4688|H5439 - 805
H5521|101|3090|04019|AZ|Pima|0|1858695|H5521 - 101|H5521|101|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Choice Plan (PPO)|CVS Health Corporation|01/01/2006|4774|H5521 - 101
H5521|120|3090|04019|AZ|Pima|0|1858907|H5521 - 120|H5521|120|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4781|H5521 - 120
H5521|125|3090|04019|AZ|Pima|0|1859164|H5521 - 125|H5521|125|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Choice Plan (PPO)|CVS Health Corporation|01/01/2006|4786|H5521 - 125
H5521|128|3090|04019|AZ|Pima|0|1859232|H5521 - 128|H5521|128|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Select Plan (PPO)|CVS Health Corporation|01/01/2006|4788|H5521 - 128
H5521|140|3090|04019|AZ|Pima|0|1859327|H5521 - 140|H5521|140|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plan (PPO)|CVS Health Corporation|01/01/2006|4791|H5521 - 140
H5521|141|3090|04019|AZ|Pima|0|1859429|H5521 - 141|H5521|141|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plan (PPO)|CVS Health Corporation|01/01/2006|4792|H5521 - 141
H5521|157|3090|04019|AZ|Pima|0|1859588|H5521 - 157|H5521|157|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4799|H5521 - 157
H5521|159|3090|04019|AZ|Pima|0|1859698|H5521 - 159|H5521|159|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Explorer Plan (PPO)|CVS Health Corporation|01/01/2006|4800|H5521 - 159
H5521|168|3090|04019|AZ|Pima|0|1859844|H5521 - 168|H5521|168|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Essential Plan (PPO)|CVS Health Corporation|01/01/2006|4802|H5521 - 168
H5521|219|3090|04019|AZ|Pima|0|1860841|H5521 - 219|H5521|219|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Value (PPO)|CVS Health Corporation|01/01/2006|4824|H5521 - 219
H5521|220|3090|04019|AZ|Pima|0|1860894|H5521 - 220|H5521|220|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Freedom Plan (PPO)|CVS Health Corporation|01/01/2006|4825|H5521 - 220
H5521|243|3090|04019|AZ|Pima|0|1861711|H5521 - 243|H5521|243|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Value Plan (PPO)|CVS Health Corporation|01/01/2006|4842|H5521 - 243
H5521|250|3090|04019|AZ|Pima|0|1862051|H5521 - 250|H5521|250|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Prime 1 (PPO)|CVS Health Corporation|01/01/2006|4847|H5521 - 250
H5521|261|3090|04019|AZ|Pima|0|1862296|H5521 - 261|H5521|261|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Value (PPO)|CVS Health Corporation|01/01/2006|4853|H5521 - 261
H5521|270|3090|04019|AZ|Pima|0|1862761|H5521 - 270|H5521|270|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plus (PPO)|CVS Health Corporation|01/01/2006|4860|H5521 - 270
H5521|290|3090|04019|AZ|Pima|0|1864410|H5521 - 290|H5521|290|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4877|H5521 - 290
H5521|293|3090|04019|AZ|Pima|0|1864476|H5521 - 293|H5521|293|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4879|H5521 - 293
H5521|299|3090|04019|AZ|Pima|0|1864670|H5521 - 299|H5521|299|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4884|H5521 - 299
H5521|331|3090|04019|AZ|Pima|0|1865679|H5521 - 331|H5521|331|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4911|H5521 - 331
H5521|353|3090|04019|AZ|Pima|0|1866020|H5521 - 353|H5521|353|Local CCP|Local PPO|No|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Eagle Plan (PPO)|CVS Health Corporation|01/01/2006|4925|H5521 - 353
H5521|806|3090|04019|AZ|Pima|0|1876007|H5521 - 806|H5521|806|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4931|H5521 - 806
H5521|809|3090|04019|AZ|Pima|0|1879250|H5521 - 809|H5521|809|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $10 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4932|H5521 - 809
H5521|810|3090|04019|AZ|Pima|0|1882493|H5521 - 810|H5521|810|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $10 Buy-Down Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4933|H5521 - 810
H5521|814|3090|04019|AZ|Pima|0|1888980|H5521 - 814|H5521|814|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $10 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4935|H5521 - 814
H5521|815|3090|04019|AZ|Pima|0|1892223|H5521 - 815|H5521|815|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $10 Buy-Down Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4936|H5521 - 815
H5521|816|3090|04019|AZ|Pima|0|1895466|H5521 - 816|H5521|816|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $75 Buy-Down Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4937|H5521 - 816
H5521|817|3090|04019|AZ|Pima|0|1898709|H5521 - 817|H5521|817|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $75 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4938|H5521 - 817
H5521|818|3090|04019|AZ|Pima|0|1901952|H5521 - 818|H5521|818|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $75 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4939|H5521 - 818
H5521|819|3090|04019|AZ|Pima|0|1905195|H5521 - 819|H5521|819|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/ Rx Copper (PPO)|CVS Health Corporation|01/01/2006|4940|H5521 - 819
H5521|820|3090|04019|AZ|Pima|0|1908438|H5521 - 820|H5521|820|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/ Rx PIF (PPO)|CVS Health Corporation|01/01/2006|4941|H5521 - 820
H5521|821|3090|04019|AZ|Pima|0|1911681|H5521 - 821|H5521|821|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $25 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4942|H5521 - 821
H5521|822|3090|04019|AZ|Pima|0|1914924|H5521 - 822|H5521|822|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $25 Buy-Down Plan w/ Rx (PPO)|CVS Health Corporation|01/01/2006|4943|H5521 - 822
H5521|823|3090|04019|AZ|Pima|0|1918167|H5521 - 823|H5521|823|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $25 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4944|H5521 - 823
H5521|824|3090|04019|AZ|Pima|0|1921410|H5521 - 824|H5521|824|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $25 Buy-Down Plan w/ Rx (PPO)|CVS Health Corporation|01/01/2006|4945|H5521 - 824
H5521|825|3090|04019|AZ|Pima|0|1924653|H5521 - 825|H5521|825|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $50 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4946|H5521 - 825
H5521|826|3090|04019|AZ|Pima|0|1927896|H5521 - 826|H5521|826|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $50 Buy-Down Plan w/ Rx (PPO)|CVS Health Corporation|01/01/2006|4947|H5521 - 826
H5521|827|3090|04019|AZ|Pima|0|1931139|H5521 - 827|H5521|827|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $50 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4948|H5521 - 827
H5521|828|3090|04019|AZ|Pima|0|1934382|H5521 - 828|H5521|828|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $50 Buy-Down Plan w/ Rx (PPO)|CVS Health Corporation|01/01/2006|4949|H5521 - 828
H5522|802|3090|04019|AZ|Pima|0|1938053|H5522 - 802|H5522|802|Local CCP|Local PPO|No|No|Yes|HEALTHASSURANCE PENNSYLVANIA, INC.|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4959|H5522 - 802
H5522|803|3090|04019|AZ|Pima|0|1941194|H5522 - 803|H5522|803|Local CCP|Local PPO|Yes|No|Yes|HEALTHASSURANCE PENNSYLVANIA, INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4960|H5522 - 803
H5525|809|3090|04019|AZ|Pima|0|1946188|H5525 - 809|H5525|809|Local CCP|Local PPO|Yes|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4991|H5525 - 809
H5525|810|3090|04019|AZ|Pima|0|1949267|H5525 - 810|H5525|810|Local CCP|Local PPO|No|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4992|H5525 - 810
H5525|812|3090|04019|AZ|Pima|0|1952346|H5525 - 812|H5525|812|Local CCP|Local PPO|Yes|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4993|H5525 - 812
H5525|813|3090|04019|AZ|Pima|0|1955425|H5525 - 813|H5525|813|Local CCP|Local PPO|No|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4994|H5525 - 813
H5525|816|3090|04019|AZ|Pima|0|1958504|H5525 - 816|H5525|816|Local CCP|Local PPO|Yes|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4995|H5525 - 816
H5525|817|3090|04019|AZ|Pima|0|1961583|H5525 - 817|H5525|817|Local CCP|Local PPO|No|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4996|H5525 - 817
H5525|818|3090|04019|AZ|Pima|0|1964662|H5525 - 818|H5525|818|Local CCP|Local PPO|Yes|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4997|H5525 - 818
H5525|819|3090|04019|AZ|Pima|0|1967741|H5525 - 819|H5525|819|Local CCP|Local PPO|No|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4998|H5525 - 819
H5525|820|3090|04019|AZ|Pima|0|1970820|H5525 - 820|H5525|820|Local CCP|Local PPO|Yes|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|4999|H5525 - 820
H5525|821|3090|04019|AZ|Pima|0|1973899|H5525 - 821|H5525|821|Local CCP|Local PPO|No|No|Yes|HUMANA BENEFIT PLAN OF ILLINOIS, INC.|Humana|Humana Medicare Employer (PPO)|Humana Inc.|01/01/2006|5000|H5525 - 821
H5526|806|3090|04019|AZ|Pima|0|1977098|H5526 - 806|H5526|806|Local CCP|Local PPO|No|No|Yes|Highmark Western and Northeastern New York Inc.|Highmark BCBS of WNY and Highmark BS of NENY|PPO Group (MA Only) CY (PPO)|Highmark Health|01/01/2006|5007|H5526 - 806
H5526|808|3090|04019|AZ|Pima|0|1980239|H5526 - 808|H5526|808|Local CCP|Local PPO|Yes|No|Yes|Highmark Western and Northeastern New York Inc.|Highmark BCBS of WNY and Highmark BS of NENY|PPO Group (MA-PD) CY (PPO)|Highmark Health|01/01/2006|5008|H5526 - 808
H5528|807|3090|04019|AZ|Pima|0|1983381|H5528 - 807|H5528|807|Local CCP|Local PPO|Yes|No|Yes|EMBLEMHEALTH PLAN, INC.|EmblemHealth Medicare PPO|EmblemHealth Group Access Rx (PPO)|EmblemHealth, Inc.|01/01/2006|5009|H5528 - 807
H5528|815|3090|04019|AZ|Pima|0|1986600|H5528 - 815|H5528|815|Local CCP|Local PPO|No|No|Yes|EMBLEMHEALTH PLAN, INC.|EmblemHealth Medicare PPO|EmblemHealth Group Access Rx Carveout (PPO)|EmblemHealth, Inc.|01/01/2006|5010|H5528 - 815
H5533|801|3090|04019|AZ|Pima|0|1989946|H5533 - 801|H5533|801|Local CCP|Local PPO|No|No|Yes|UPMC HEALTH NETWORK, INC.|UPMC for Life|UPMC Employer Group (PPO)|UPMC Health System|01/01/2006|5018|H5533 - 801
H5533|802|3090|04019|AZ|Pima|0|1993189|H5533 - 802|H5533|802|Local CCP|Local PPO|Yes|No|Yes|UPMC HEALTH NETWORK, INC.|UPMC for Life|UPMC Employer Group Rx (PPO)|UPMC Health System|01/01/2006|5019|H5533 - 802
H5533|803|3090|04019|AZ|Pima|0|1996432|H5533 - 803|H5533|803|Local CCP|Local PPO|Yes|No|Yes|UPMC HEALTH NETWORK, INC.|UPMC for Life|UPMC Employer Group Rx (PPO)|UPMC Health System|01/01/2006|5020|H5533 - 803
H5593|801|3090|04019|AZ|Pima|0|2003707|H5593 - 801|H5593|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH OF IOWA INC.|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2020|5086|H5593 - 801
H5593|802|3090|04019|AZ|Pima|0|2006848|H5593 - 802|H5593|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH OF IOWA INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2020|5087|H5593 - 802
H5619|111|3090|04019|AZ|Pima|0|2012491|H5619 - 111|H5619|111|Local CCP|HMO/HMOPOS|Yes|No|No|ARCADIAN HEALTH PLAN, INC.|Humana|Humana Gold Plus H5619-111 (HMO)|Humana Inc.|01/01/2007|5174|H5619 - 111
H5619|116|3090|04019|AZ|Pima|0|2012754|H5619 - 116|H5619|116|Local CCP|HMO/HMOPOS|Yes|No|No|ARCADIAN HEALTH PLAN, INC.|Humana|Humana Gold Plus H5619-116 (HMO)|Humana Inc.|01/01/2007|5179|H5619 - 116
H5619|131|3090|04019|AZ|Pima|0|2013080|H5619 - 131|H5619|131|Local CCP|HMO/HMOPOS|Yes|No|No|ARCADIAN HEALTH PLAN, INC.|Humana|UC San Diego Health Humana (HMO)|Humana Inc.|01/01/2007|5189|H5619 - 131
H5619|135|3090|04019|AZ|Pima|0|2013160|H5619 - 135|H5619|135|Local CCP|HMO/HMOPOS|Yes|No|No|ARCADIAN HEALTH PLAN, INC.|Humana|Humana Gold Plus H5619-135 (HMO)|Humana Inc.|01/01/2007|5192|H5619 - 135
H5793|801|3090|04019|AZ|Pima|0|2018396|H5793 - 801|H5793|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH INC. (CT)|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2007|5267|H5793 - 801
H5793|802|3090|04019|AZ|Pima|0|2021537|H5793 - 802|H5793|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH INC. (CT)|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2007|5268|H5793 - 802
H5900|801|3090|04019|AZ|Pima|0|2026868|H5900 - 801|H5900|801|Local CCP|Local PPO|Yes|No|Yes|WELLMARK ADVANTAGE HEALTH PLAN, INC.|Wellmark Advantage Health Plan|Blue Medicare Advantage Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2022|5323|H5900 - 801
H5900|802|3090|04019|AZ|Pima|0|2030128|H5900 - 802|H5900|802|Local CCP|Local PPO|No|No|Yes|WELLMARK ADVANTAGE HEALTH PLAN, INC.|Wellmark Advantage Health Plan|Blue Medicare Advantage Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2022|5324|H5900 - 802
H5959|801|3090|04019|AZ|Pima|0|2034878|H5959 - 801|H5959|801|Local CCP|Local PPO|Yes|No|Yes|BCBSM, Inc.|Blue Cross and Blue Shield of Minnesota|Group EGWP MAPD (PPO)|Aware Integrated, Inc.|01/01/2018|5372|H5959 - 801
H5959|807|3090|04019|AZ|Pima|0|2038138|H5959 - 807|H5959|807|Local CCP|Local PPO|No|No|Yes|BCBSM, Inc.|Blue Cross and Blue Shield of Minnesota|Group EGWP Medical Only (PPO)|Aware Integrated, Inc.|01/01/2018|5373|H5959 - 807
H6078|801|3090|04019|AZ|Pima|0|2043128|H6078 - 801|H6078|801|Local CCP|Local PPO|Yes|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5426|H6078 - 801
H6078|802|3090|04019|AZ|Pima|0|2046387|H6078 - 802|H6078|802|Local CCP|Local PPO|No|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5427|H6078 - 802
H6078|803|3090|04019|AZ|Pima|0|2049646|H6078 - 803|H6078|803|Local CCP|Local PPO|Yes|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5428|H6078 - 803
H6078|804|3090|04019|AZ|Pima|0|2052905|H6078 - 804|H6078|804|Local CCP|Local PPO|No|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5429|H6078 - 804
H6078|805|3090|04019|AZ|Pima|0|2056164|H6078 - 805|H6078|805|Local CCP|Local PPO|Yes|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5430|H6078 - 805
H6078|806|3090|04019|AZ|Pima|0|2059423|H6078 - 806|H6078|806|Local CCP|Local PPO|No|No|Yes|Group Retiree Health Solutions, Inc.|Region 6 Rx Corp PPO|Secure Preferred (PPO)|Anthem Inc.|01/01/2021|5431|H6078 - 806
H6202|801|3090|04019|AZ|Pima|0|2063250|H6202 - 801|H6202|801|Local CCP|Local PPO|Yes|No|Yes|NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY|NextBlue of North Dakota|NextBlue of North Dakota Group PPO (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2021|5450|H6202 - 801
