ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber:1|PlanID:1|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id:1
H4523|802|45940|48453|TX|Travis|0|1603376|H4523 - 802|H4523|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH INC. (TX)|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|08/01/2005|3727|H4523 - 802
H4527|801|45940|48453|TX|Travis|0|1604100|H4527 - 801|H4527|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|PHYSICIANS HEALTH CHOICE OF TEXAS, LLC|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|08/01/2005|3742|H4527 - 801
H4527|802|45940|48453|TX|Travis|0|1604156|H4527 - 802|H4527|802|Local CCP|HMO/HMOPOS|No|No|Yes|PHYSICIANS HEALTH CHOICE OF TEXAS, LLC|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|08/01/2005|3743|H4527 - 802
H4527|803|45940|48453|TX|Travis|0|1604212|H4527 - 803|H4527|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|PHYSICIANS HEALTH CHOICE OF TEXAS, LLC|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|08/01/2005|3744|H4527 - 803
H4605|801|45940|48453|TX|Travis|0|1608124|H4605 - 801|H4605|801|Local CCP|Local PPO|No|No|Yes|REGENCE BLUECROSS BLUESHIELD OF UTAH|Regence BlueCross BlueShield of Utah|Regence MedAdvantage (PPO)|Cambia Health Solutions, Inc.|07/01/2005|3790|H4605 - 801
H4605|802|45940|48453|TX|Travis|0|1611265|H4605 - 802|H4605|802|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUECROSS BLUESHIELD OF UTAH|Regence BlueCross BlueShield of Utah|Regence MedAdvantage + Rx (PPO)|Cambia Health Solutions, Inc.|07/01/2005|3791|H4605 - 802
H4605|803|45940|48453|TX|Travis|0|1614406|H4605 - 803|H4605|803|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUECROSS BLUESHIELD OF UTAH|Regence BlueCross BlueShield of Utah|Regence MedAdvantage + Rx 02 (PPO)|Cambia Health Solutions, Inc.|07/01/2005|3792|H4605 - 803
H4605|804|45940|48453|TX|Travis|0|1617547|H4605 - 804|H4605|804|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUECROSS BLUESHIELD OF UTAH|Regence BlueCross BlueShield of Utah|Regence MedAdvantage + Rx 03 (PPO)|Cambia Health Solutions, Inc.|07/01/2005|3793|H4605 - 804
H4675|801|45940|48453|TX|Travis|0|1620898|H4675 - 801|H4675|801|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Access Group (HMO-POS)|NJ Collaborative Care, LLC|01/01/2021|3815|H4675 - 801
H4675|802|45940|48453|TX|Travis|0|1624039|H4675 - 802|H4675|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Access Group w/Rx (HMO-POS)|NJ Collaborative Care, LLC|01/01/2021|3816|H4675 - 802
H4675|803|45940|48453|TX|Travis|0|1627180|H4675 - 803|H4675|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTHIER NEW JERSEY INSURANCE COMPANY|Braven Health|Braven Medicare Access Group w/Rx Value (HMO-POS)|NJ Collaborative Care, LLC|01/01/2021|3817|H4675 - 803
H4711|801|45940|48453|TX|Travis|0|1630797|H4711 - 801|H4711|801|Local CCP|HMO/HMOPOS|No|No|Yes|COVENTRY HEALTH CARE OF NEBRASKA, INC.|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2020|3851|H4711 - 801
H4711|802|45940|48453|TX|Travis|0|1633938|H4711 - 802|H4711|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|COVENTRY HEALTH CARE OF NEBRASKA, INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2020|3852|H4711 - 802
H4835|801|45940|48453|TX|Travis|0|1637927|H4835 - 801|H4835|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA BETTER HEALTH OF OKLAHOMA INC.|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2020|3894|H4835 - 801
H4835|802|45940|48453|TX|Travis|0|1641068|H4835 - 802|H4835|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA BETTER HEALTH OF OKLAHOMA INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2020|3895|H4835 - 802
H4875|803|45940|48453|TX|Travis|0|1644963|H4875 - 803|H4875|803|Local CCP|Local PPO|Yes|No|Yes|PRIORITY HEALTH|Priority Health Medicare|PriorityMedicare PPO EG Non-Calendar Year (PPO)|BHSH|01/01/2010|3918|H4875 - 803
H4875|804|45940|48453|TX|Travis|0|1648104|H4875 - 804|H4875|804|Local CCP|Local PPO|Yes|No|Yes|PRIORITY HEALTH|Priority Health Medicare|PriorityMedicare PPO EG Calendar Year (PPO)|BHSH|01/01/2010|3919|H4875 - 804
H4875|805|45940|48453|TX|Travis|0|1651245|H4875 - 805|H4875|805|Local CCP|Local PPO|No|No|Yes|PRIORITY HEALTH|Priority Health Medicare|PriorityMedicare PPO No RX EGWP Calendar (PPO)|BHSH|01/01/2010|3920|H4875 - 805
H4875|806|45940|48453|TX|Travis|0|1654386|H4875 - 806|H4875|806|Local CCP|Local PPO|No|No|Yes|PRIORITY HEALTH|Priority Health Medicare|PriorityMedicare PPO No RX EGWP Non-Calendar (PPO)|BHSH|01/01/2010|3921|H4875 - 806
H4882|801|45940|48453|TX|Travis|0|1657696|H4882 - 801|H4882|801|Local CCP|Local PPO|Yes|No|Yes|HEALTHPARTNERS, INC.|HealthPartners|HealthPartners Group MAPD Calendar Year (PPO)|HealthPartners, Inc.|01/01/2018|3930|H4882 - 801
H4882|803|45940|48453|TX|Travis|0|1660794|H4882 - 803|H4882|803|Local CCP|Local PPO|No|No|Yes|HEALTHPARTNERS, INC.|HealthPartners|HealthPartners Group MA Only (PPO)|HealthPartners, Inc.|01/01/2018|3931|H4882 - 803
H4882|804|45940|48453|TX|Travis|0|1663891|H4882 - 804|H4882|804|Local CCP|Local PPO|Yes|No|Yes|HEALTHPARTNERS, INC.|HealthPartners|HealthPartners Group II MAPD Calendar Year (PPO)|HealthPartners, Inc.|01/01/2018|3932|H4882 - 804
H4882|805|45940|48453|TX|Travis|0|1666988|H4882 - 805|H4882|805|Local CCP|Local PPO|No|No|Yes|HEALTHPARTNERS, INC.|HealthPartners|HealthPartners Group II MA Only (PPO)|HealthPartners, Inc.|01/01/2018|3933|H4882 - 805
H4909|804|45940|48453|TX|Travis|0|1671411|H4909 - 804|H4909|804|Local CCP|Local PPO|Yes|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|07/01/2005|3946|H4909 - 804
H4909|805|45940|48453|TX|Travis|0|1674670|H4909 - 805|H4909|805|Local CCP|Local PPO|No|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|07/01/2005|3947|H4909 - 805
H4909|810|45940|48453|TX|Travis|0|1677929|H4909 - 810|H4909|810|Local CCP|Local PPO|Yes|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|07/01/2005|3948|H4909 - 810
H4909|811|45940|48453|TX|Travis|0|1681188|H4909 - 811|H4909|811|Local CCP|Local PPO|Yes|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|07/01/2005|3949|H4909 - 811
H4909|812|45940|48453|TX|Travis|0|1684447|H4909 - 812|H4909|812|Local CCP|Local PPO|No|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|07/01/2005|3950|H4909 - 812
H4909|814|45940|48453|TX|Travis|0|1687706|H4909 - 814|H4909|814|Local CCP|Local PPO|No|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|07/01/2005|3951|H4909 - 814
H4909|815|45940|48453|TX|Travis|0|1690965|H4909 - 815|H4909|815|Local CCP|Local PPO|No|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|07/01/2005|3952|H4909 - 815
H4909|817|45940|48453|TX|Travis|0|1694224|H4909 - 817|H4909|817|Local CCP|Local PPO|No|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|07/01/2005|3953|H4909 - 817
H4909|818|45940|48453|TX|Travis|0|1697483|H4909 - 818|H4909|818|Local CCP|Local PPO|No|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem Blue Cross and Blue Shield|Anthem Medicare Preferred (PPO)|Anthem Inc.|07/01/2005|3954|H4909 - 818
H4937|801|45940|48453|TX|Travis|0|1700979|H4937 - 801|H4937|801|Local CCP|Local PPO|Yes|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield Medicare (PPO)|California Physicians' Service|01/01/2020|3968|H4937 - 801
H4937|802|45940|48453|TX|Travis|0|1704120|H4937 - 802|H4937|802|Local CCP|Local PPO|Yes|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield Medicare (PPO)|California Physicians' Service|01/01/2020|3969|H4937 - 802
H4937|803|45940|48453|TX|Travis|0|1707261|H4937 - 803|H4937|803|Local CCP|Local PPO|No|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield Medicare without Rx (PPO)|California Physicians' Service|01/01/2020|3970|H4937 - 803
H4937|804|45940|48453|TX|Travis|0|1710402|H4937 - 804|H4937|804|Local CCP|Local PPO|No|No|Yes|CALIFORNIA PHYSICIANS' SERVICE|Blue Shield of California|Blue Shield Medicare without Rx (PPO)|California Physicians' Service|01/01/2020|3971|H4937 - 804
H4961|801|45940|48453|TX|Travis|0|1713569|H4961 - 801|H4961|801|Local CCP|Local PPO|Yes|No|Yes|ALIGNMENT HEALTH PLAN|Alignment Health Plan|Alignment Health Plan Retiree Options (PPO)|Alignment Healthcare USA, LLC|01/01/2020|3977|H4961 - 801
H4961|802|45940|48453|TX|Travis|0|1716829|H4961 - 802|H4961|802|Local CCP|Local PPO|Yes|No|Yes|ALIGNMENT HEALTH PLAN|Alignment Health Plan|Alignment Health Plan Retiree Options (PPO)|Alignment Healthcare USA, LLC|01/01/2020|3978|H4961 - 802
H4961|803|45940|48453|TX|Travis|0|1720089|H4961 - 803|H4961|803|Local CCP|Local PPO|No|No|Yes|ALIGNMENT HEALTH PLAN|Alignment Health Plan|Alignment Health Plan Retiree Options (PPO)|Alignment Healthcare USA, LLC|01/01/2020|3979|H4961 - 803
H4961|804|45940|48453|TX|Travis|0|1723349|H4961 - 804|H4961|804|Local CCP|Local PPO|No|No|Yes|ALIGNMENT HEALTH PLAN|Alignment Health Plan|Alignment Health Plan Retiree Options (PPO)|Alignment Healthcare USA, LLC|01/01/2020|3980|H4961 - 804
H4961|805|45940|48453|TX|Travis|0|1726609|H4961 - 805|H4961|805|Local CCP|Local PPO|Yes|No|Yes|ALIGNMENT HEALTH PLAN|Alignment Health Plan|Alignment Health Plan Retiree Options Complete (PPO)|Alignment Healthcare USA, LLC|01/01/2020|3981|H4961 - 805
H4961|806|45940|48453|TX|Travis|0|1729869|H4961 - 806|H4961|806|Local CCP|Local PPO|Yes|No|Yes|ALIGNMENT HEALTH PLAN|Alignment Health Plan|Alignment Health Plan Retiree Options Complete (PPO)|Alignment Healthcare USA, LLC|01/01/2020|3982|H4961 - 806
H4982|801|45940|48453|TX|Travis|0|1733373|H4982 - 801|H4982|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA BETTER HEALTH OF CALIFORNIA INC.|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2020|3997|H4982 - 801
H4982|802|45940|48453|TX|Travis|0|1736514|H4982 - 802|H4982|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA BETTER HEALTH OF CALIFORNIA INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2020|3998|H4982 - 802
H5009|801|45940|48453|TX|Travis|0|1740144|H5009 - 801|H5009|801|Local CCP|Local PPO|No|No|Yes|REGENCE BLUESHIELD|Regence BlueShield|Regence MedAdvantage (PPO)|Cambia Health Solutions, Inc.|07/01/2005|4013|H5009 - 801
H5009|802|45940|48453|TX|Travis|0|1743285|H5009 - 802|H5009|802|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUESHIELD|Regence BlueShield|Regence MedAdvantage + Rx (PPO)|Cambia Health Solutions, Inc.|07/01/2005|4014|H5009 - 802
H5009|803|45940|48453|TX|Travis|0|1746426|H5009 - 803|H5009|803|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUESHIELD|Regence BlueShield|Regence MedAdvantage + Rx 02 (PPO)|Cambia Health Solutions, Inc.|07/01/2005|4015|H5009 - 803
H5009|804|45940|48453|TX|Travis|0|1749567|H5009 - 804|H5009|804|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUESHIELD|Regence BlueShield|Regence MedAdvantage + Rx 03 (PPO)|Cambia Health Solutions, Inc.|07/01/2005|4016|H5009 - 804
H5106|806|45940|48453|TX|Travis|0|1753680|H5106 - 806|H5106|806|Local CCP|Local PPO|Yes|No|Yes|HIGHMARK SENIOR SOLUTIONS COMPANY|Highmark Inc.|Freedom Blue PPO MAPD WV NON-CALENDAR (PPO)|Highmark Health|07/01/2005|4054|H5106 - 806
H5106|807|45940|48453|TX|Travis|0|1756923|H5106 - 807|H5106|807|Local CCP|Local PPO|No|No|Yes|HIGHMARK SENIOR SOLUTIONS COMPANY|Highmark Inc.|Freedom Blue PPO MA WV Calendar (PPO)|Highmark Health|07/01/2005|4055|H5106 - 807
H5106|808|45940|48453|TX|Travis|0|1760166|H5106 - 808|H5106|808|Local CCP|Local PPO|Yes|No|Yes|HIGHMARK SENIOR SOLUTIONS COMPANY|Highmark Inc.|Freedom Blue PPO MAPD WV CALENDAR (PPO)|Highmark Health|07/01/2005|4056|H5106 - 808
H5216|175|45940|48453|TX|Travis|0|1771160|H5216 - 175|H5216|175|Local CCP|Local PPO|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|HumanaChoice H5216-175 (PPO)|Humana Inc.|07/01/2005|4243|H5216 - 175
H5216|213|45940|48453|TX|Travis|0|1774202|H5216 - 213|H5216|213|Local CCP|Local PPO|No|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Honor (PPO)|Humana Inc.|07/01/2005|4272|H5216 - 213
H5216|225|45940|48453|TX|Travis|0|1775514|H5216 - 225|H5216|225|Local CCP|Local PPO|No|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Honor (PPO)|Humana Inc.|07/01/2005|4284|H5216 - 225
H5216|248|45940|48453|TX|Travis|0|1777159|H5216 - 248|H5216|248|Local CCP|Local PPO|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|HumanaChoice H5216-248 (PPO)|Humana Inc.|07/01/2005|4304|H5216 - 248
H5216|253|45940|48453|TX|Travis|0|1777486|H5216 - 253|H5216|253|Local CCP|Local PPO|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|HumanaChoice H5216-253 (PPO)|Humana Inc.|07/01/2005|4309|H5216 - 253
H5216|282|45940|48453|TX|Travis|0|1780200|H5216 - 282|H5216|282|Local CCP|Local PPO|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|HumanaChoice H5216-282 (PPO)|Humana Inc.|07/01/2005|4336|H5216 - 282
H5216|808|45940|48453|TX|Travis|0|1790454|H5216 - 808|H5216|808|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4358|H5216 - 808
H5216|809|45940|48453|TX|Travis|0|1793573|H5216 - 809|H5216|809|Local CCP|Local PPO|No|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4359|H5216 - 809
H5216|811|45940|48453|TX|Travis|0|1796692|H5216 - 811|H5216|811|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4360|H5216 - 811
H5216|812|45940|48453|TX|Travis|0|1799811|H5216 - 812|H5216|812|Local CCP|Local PPO|No|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4361|H5216 - 812
H5216|813|45940|48453|TX|Travis|0|1802930|H5216 - 813|H5216|813|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4362|H5216 - 813
H5216|814|45940|48453|TX|Travis|0|1806049|H5216 - 814|H5216|814|Local CCP|Local PPO|No|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4363|H5216 - 814
H5216|815|45940|48453|TX|Travis|0|1809168|H5216 - 815|H5216|815|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4364|H5216 - 815
H5216|816|45940|48453|TX|Travis|0|1812287|H5216 - 816|H5216|816|Local CCP|Local PPO|No|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4365|H5216 - 816
H5216|817|45940|48453|TX|Travis|0|1815406|H5216 - 817|H5216|817|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4366|H5216 - 817
H5216|818|45940|48453|TX|Travis|0|1818525|H5216 - 818|H5216|818|Local CCP|Local PPO|No|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4367|H5216 - 818
H5302|809|45940|48453|TX|Travis|0|1826769|H5302 - 809|H5302|809|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH INC. (GA)|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2007|4495|H5302 - 809
H5302|810|45940|48453|TX|Travis|0|1829910|H5302 - 810|H5302|810|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH INC. (GA)|Aetna Medicare|Aetna Medicare w/Rx Plan (HMO)|CVS Health Corporation|01/01/2007|4496|H5302 - 810
H5434|801|45940|48453|TX|Travis|0|1837106|H5434 - 801|H5434|801|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.|Florida Blue|BlueMedicare Group PPO (PPO)|Guidewell Mutual Holding Corporation|08/01/2005|4674|H5434 - 801
H5434|802|45940|48453|TX|Travis|0|1840247|H5434 - 802|H5434|802|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.|Florida Blue|BlueMedicare Group PPO (PPO)|Guidewell Mutual Holding Corporation|08/01/2005|4675|H5434 - 802
H5439|801|45940|48453|TX|Travis|0|1843468|H5439 - 801|H5439|801|Local CCP|Local PPO|Yes|No|Yes|HEALTH NET LIFE INSURANCE COMPANY|Wellcare by Health Net|Health Net Medicare Advantage Employer (PPO)|Centene Corporation|09/01/2005|4684|H5439 - 801
H5439|802|45940|48453|TX|Travis|0|1846463|H5439 - 802|H5439|802|Local CCP|Local PPO|No|No|Yes|HEALTH NET LIFE INSURANCE COMPANY|Wellcare by Health Net|Health Net Medicare Advantage Employer (PPO)|Centene Corporation|09/01/2005|4685|H5439 - 802
H5439|803|45940|48453|TX|Travis|0|1849458|H5439 - 803|H5439|803|Local CCP|Local PPO|Yes|No|Yes|HEALTH NET LIFE INSURANCE COMPANY|Wellcare by Health Net|Health Net Medicare Advantage Employer (PPO)|Centene Corporation|09/01/2005|4686|H5439 - 803
H5439|804|45940|48453|TX|Travis|0|1852453|H5439 - 804|H5439|804|Local CCP|Local PPO|No|No|Yes|HEALTH NET LIFE INSURANCE COMPANY|Wellcare by Health Net|Allwell Medicare (PPO)|Centene Corporation|09/01/2005|4687|H5439 - 804
H5439|805|45940|48453|TX|Travis|0|1855448|H5439 - 805|H5439|805|Local CCP|Local PPO|Yes|No|Yes|HEALTH NET LIFE INSURANCE COMPANY|Wellcare by Health Net|Allwell Medicare (PPO)|Centene Corporation|09/01/2005|4688|H5439 - 805
H5521|159|45940|48453|TX|Travis|0|1859785|H5521 - 159|H5521|159|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Explorer Plan (PPO)|CVS Health Corporation|01/01/2006|4800|H5521 - 159
H5521|160|45940|48453|TX|Travis|0|1859835|H5521 - 160|H5521|160|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Explorer Plan (PPO)|CVS Health Corporation|01/01/2006|4801|H5521 - 160
H5521|270|45940|48453|TX|Travis|0|1863003|H5521 - 270|H5521|270|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plus (PPO)|CVS Health Corporation|01/01/2006|4860|H5521 - 270
H5521|272|45940|48453|TX|Travis|0|1863541|H5521 - 272|H5521|272|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plus (PPO)|CVS Health Corporation|01/01/2006|4862|H5521 - 272
H5521|313|45940|48453|TX|Travis|0|1865114|H5521 - 313|H5521|313|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Credit Plan (PPO)|CVS Health Corporation|01/01/2006|4898|H5521 - 313
H5521|323|45940|48453|TX|Travis|0|1865410|H5521 - 323|H5521|323|Local CCP|Local PPO|No|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Eagle Plan (PPO)|CVS Health Corporation|01/01/2006|4905|H5521 - 323
H5521|352|45940|48453|TX|Travis|0|1866016|H5521 - 352|H5521|352|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Essential Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4924|H5521 - 352
H5521|805|45940|48453|TX|Travis|0|1875408|H5521 - 805|H5521|805|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only Plan (PPO)|CVS Health Corporation|01/01/2006|4930|H5521 - 805
H5521|806|45940|48453|TX|Travis|0|1878651|H5521 - 806|H5521|806|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4931|H5521 - 806
H5521|809|45940|48453|TX|Travis|0|1881894|H5521 - 809|H5521|809|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $10 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4932|H5521 - 809
H5521|810|45940|48453|TX|Travis|0|1885137|H5521 - 810|H5521|810|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $10 Buy-Down Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4933|H5521 - 810
H5521|814|45940|48453|TX|Travis|0|1891624|H5521 - 814|H5521|814|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $10 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4935|H5521 - 814
H5521|815|45940|48453|TX|Travis|0|1894867|H5521 - 815|H5521|815|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $10 Buy-Down Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4936|H5521 - 815
H5521|816|45940|48453|TX|Travis|0|1898110|H5521 - 816|H5521|816|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $75 Buy-Down Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4937|H5521 - 816
H5521|817|45940|48453|TX|Travis|0|1901353|H5521 - 817|H5521|817|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $75 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4938|H5521 - 817
H5521|818|45940|48453|TX|Travis|0|1904596|H5521 - 818|H5521|818|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $75 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4939|H5521 - 818
H5521|819|45940|48453|TX|Travis|0|1907839|H5521 - 819|H5521|819|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/ Rx Copper (PPO)|CVS Health Corporation|01/01/2006|4940|H5521 - 819
H5521|820|45940|48453|TX|Travis|0|1911082|H5521 - 820|H5521|820|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/ Rx PIF (PPO)|CVS Health Corporation|01/01/2006|4941|H5521 - 820
H5521|821|45940|48453|TX|Travis|0|1914325|H5521 - 821|H5521|821|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $25 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4942|H5521 - 821
H5521|822|45940|48453|TX|Travis|0|1917568|H5521 - 822|H5521|822|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare $25 Buy-Down Plan w/ Rx (PPO)|CVS Health Corporation|01/01/2006|4943|H5521 - 822
H5521|823|45940|48453|TX|Travis|0|1920811|H5521 - 823|H5521|823|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $25 Buy-Down Plan (PPO)|CVS Health Corporation|01/01/2006|4944|H5521 - 823
H5521|824|45940|48453|TX|Travis|0|1924054|H5521 - 824|H5521|824|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Part B Only $25 Buy-Down Plan w/ Rx (PPO)|CVS Health Corporation|01/01/2006|4945|H5521 - 824
